job,operation,machine,start,finish
12,6,9,998,1009
21,4,9,464,529
1,4,1,853,940
6,5,7,818,874
28,3,6,804,831
0,5,3,839,844
17,4,0,768,775
20,5,1,940,1021
21,5,4,869,933
27,3,6,831,912
4,3,1,1021,1111
13,4,6,912,968
18,2,4,933,1005
14,4,9,928,985
4,4,2,1111,1205
19,6,3,844,918
7,4,6,968,1052
25,5,6,1052,1061
9,5,9,529,617
3,4,2,949,966
22,5,4,1005,1094
11,5,8,853,917
1,5,5,940,979
27,4,2,966,1007
8,5,5,832,920
28,4,8,998,1043
2,6,4,759,769
11,6,9,1009,1099
18,3,6,1061,1149
14,5,8,1043,1136
4,5,3,1205,1280
24,7,5,979,1035
5,5,8,530,607
17,5,2,1007,1088
4,6,9,1280,1300
10,4,0,775,837
8,6,4,1094,1148
8,7,9,1148,1188
24,8,4,1148,1236
18,4,5,1149,1166
3,5,5,1035,1110
22,6,9,1099,1128
27,5,8,1136,1175
24,9,7,1236,1243
13,5,3,968,1065
23,4,7,874,930
9,6,8,1175,1229
16,4,1,1111,1127
5,6,0,837,889
5,7,9,985,992
1,6,8,1229,1286
10,5,5,1110,1142
5,8,4,1236,1294
29,6,3,1065,1133
10,6,9,1142,1147
17,6,6,1149,1235
7,5,9,1188,1266
23,5,3,930,968
1,7,0,1286,1363
2,7,8,809,843
22,7,1,1128,1172
0,6,0,889,898
6,6,8,1286,1334
22,8,0,1172,1212
9,7,4,1294,1348
11,7,0,1363,1448
23,6,2,1205,1235
16,5,4,1348,1440
0,7,5,1166,1224
7,6,8,1334,1375
29,7,7,1133,1166
4,7,8,1375,1390
15,5,8,917,943
17,7,8,1390,1451
10,7,3,1280,1341
19,7,0,918,1010
12,7,6,1235,1323
16,6,5,1440,1535
27,6,7,1243,1335
26,7,1,1172,1270
14,6,3,1136,1205
13,6,1,1270,1277
15,6,2,1235,1309
7,7,0,1448,1484
29,8,1,1277,1361
21,6,7,933,954
6,7,9,1334,1370
14,7,5,1224,1277
13,7,7,1335,1404
18,5,0,1212,1255
20,6,7,1021,1061
6,8,0,1484,1579
26,8,6,1323,1422
8,8,7,1188,1201
21,7,0,1010,1087
20,7,6,1422,1431
20,8,3,1431,1468
28,5,7,1061,1130
28,6,3,1341,1401
3,6,3,1401,1408
27,7,0,1579,1638
23,7,8,1451,1548
20,9,2,1468,1508
0,8,9,1370,1466
21,8,5,1277,1342
5,9,7,1404,1474
25,6,0,1087,1132
28,7,1,1401,1408
8,9,6,1431,1513
6,9,2,1579,1661
2,8,7,1474,1554
18,6,8,1548,1642
3,7,1,1408,1499
15,7,5,1342,1364
21,9,3,1468,1523
13,8,9,1466,1532
9,8,7,1554,1586
11,8,5,1535,1623
22,9,6,1513,1596
15,8,1,1499,1557
4,8,5,1390,1440
23,8,6,1596,1673
28,8,0,1638,1726
19,8,9,1300,1323
17,8,9,1532,1567
19,9,4,1440,1529
12,8,5,1623,1654
0,9,7,1586,1670
25,7,9,1132,1142
13,9,8,1642,1689
25,8,1,1361,1390
2,9,9,1567,1649
11,9,6,1673,1736
12,9,0,1726,1770
18,7,3,1642,1706
16,7,9,1649,1678
27,8,5,1654,1710
16,8,2,1678,1777
4,9,7,1670,1737
10,8,2,1341,1408
23,9,1,1673,1753
1,8,3,1523,1608
7,8,2,1508,1544
29,9,4,1529,1628
14,8,1,1557,1575
10,9,6,1736,1829
9,9,1,1586,1612
25,9,8,1689,1785
7,9,5,1710,1725
3,8,9,1678,1713
26,9,4,1628,1698
14,9,4,1698,1777
27,9,4,1777,1829
1,9,6,1829,1850
18,8,9,1713,1735
16,9,7,1777,1841
15,9,3,1706,1784
28,9,9,1735,1784
17,9,7,1737,1771
18,9,2,1777,1819
3,9,8,1785,1832
