job,operation,machine,start,finish
9,4,9,812,893
16,3,1,704,735
3,5,2,648,735
19,3,2,735,825
24,4,7,851,859
14,2,4,704,765
22,5,6,648,737
7,3,0,673,760
28,4,3,845,941
21,4,0,760,812
3,6,4,765,825
6,4,4,825,853
12,4,4,853,951
0,5,8,746,798
4,3,8,606,685
23,5,2,853,873
14,3,8,853,932
14,4,5,932,946
8,7,8,932,998
7,4,8,798,812
4,4,6,737,812
7,5,6,812,866
5,2,5,625,653
5,3,0,812,907
2,6,7,859,902
16,4,9,735,786
0,6,5,798,893
19,4,7,902,972
13,3,1,668,680
23,6,6,873,957
26,3,2,873,960
0,7,6,957,1028
20,3,3,941,979
11,4,0,907,965
29,2,2,960,1024
27,6,8,812,838
14,5,9,946,1018
28,5,5,946,986
27,7,9,893,915
18,5,8,998,1030
14,6,7,1018,1036
5,4,7,1036,1131
13,4,4,951,1045
26,4,9,1018,1040
5,5,4,1131,1192
6,5,5,986,1045
15,6,1,735,806
20,4,7,979,1000
27,8,2,1024,1044
12,5,0,965,1007
14,7,3,1036,1091
29,3,3,1091,1186
26,5,7,1131,1170
28,6,9,1040,1045
19,5,0,1007,1091
8,8,1,998,1026
17,4,9,673,711
6,6,6,1045,1097
4,5,2,1044,1142
10,3,0,1091,1111
3,7,6,1097,1138
17,5,5,711,719
28,7,8,1045,1063
17,6,6,1028,1043
1,6,6,1138,1215
9,5,7,1170,1215
4,6,5,1142,1167
6,7,0,1111,1157
11,5,1,1026,1098
18,6,5,1045,1065
2,7,0,1157,1240
7,6,3,979,1020
13,5,6,1215,1278
15,7,0,1240,1287
5,6,8,1192,1227
13,6,7,1278,1376
20,5,8,1063,1113
21,5,8,1113,1170
21,6,4,1192,1246
25,4,9,648,663
25,5,6,1278,1320
12,6,1,1098,1144
19,6,8,1227,1257
24,5,0,1287,1294
16,5,0,1294,1327
9,6,8,1257,1326
20,6,1,1144,1167
10,4,3,1186,1273
27,9,4,1045,1125
14,8,6,1320,1357
21,7,2,1246,1284
10,5,2,1284,1301
0,8,1,1167,1188
12,7,8,1326,1353
11,6,2,1142,1165
1,7,9,1215,1294
7,7,9,1045,1088
23,7,0,1327,1418
6,8,2,1165,1224
19,7,5,1257,1313
26,6,8,1353,1377
29,4,1,1188,1284
29,5,6,1357,1395
0,9,0,1418,1471
4,7,3,1273,1290
17,7,3,1290,1319
25,6,7,1376,1474
5,7,1,1284,1291
24,6,4,1294,1313
17,8,1,1319,1363
24,7,5,1313,1369
25,7,8,1474,1535
10,6,9,1301,1326
16,6,6,1395,1429
10,7,4,1326,1350
16,7,5,1429,1487
24,8,1,1369,1408
17,9,4,1363,1460
7,8,5,1088,1097
14,9,0,1471,1546
28,8,6,1429,1462
29,6,7,1474,1492
1,8,4,1460,1515
28,9,2,1462,1524
29,7,9,1492,1515
13,7,8,1377,1427
21,8,7,1492,1566
18,7,9,1088,1175
5,8,6,1462,1471
3,8,1,1408,1495
7,9,4,1246,1266
12,8,3,1353,1401
13,8,0,1546,1626
18,8,0,1626,1683
1,9,0,1683,1695
20,7,5,1167,1251
21,9,1,1566,1618
16,8,7,1566,1613
11,7,6,1471,1547
9,7,2,1326,1420
19,8,3,1401,1462
22,6,5,737,794
15,8,8,1535,1614
25,8,5,1535,1575
2,8,9,1326,1405
4,8,7,1613,1656
29,8,5,1575,1639
9,8,6,1547,1625
5,9,9,1471,1481
26,7,4,1515,1590
29,9,0,1695,1784
18,9,1,1683,1722
13,9,2,1626,1676
2,9,5,1487,1524
4,9,1,1722,1771
8,9,5,1097,1130
11,8,3,1547,1646
24,9,8,1427,1434
16,9,8,1614,1672
23,8,7,1656,1711
26,8,6,1625,1669
22,7,3,1462,1530
10,8,1,1495,1526
10,9,8,1672,1753
20,8,2,1524,1569
22,8,9,1530,1611
20,9,9,1611,1652
22,9,2,1676,1706
15,9,6,1669,1729
19,9,9,1515,1530
9,9,4,1625,1721
23,9,5,1711,1731
25,9,3,1646,1737
6,9,9,1405,1448
3,9,9,1652,1735
12,9,2,1420,1437
26,9,5,1669,1675
11,9,4,1721,1766
