job,operation,machine,start,finish
18,2,6,437,458
10,2,6,183,201
24,2,6,201,284
14,3,8,717,796
20,2,4,226,244
4,3,8,534,613
23,4,8,796,804
25,4,9,686,701
4,4,6,613,688
12,3,7,674,736
8,5,6,688,777
14,4,5,796,810
19,5,0,751,835
16,1,2,686,755
8,6,7,777,785
26,1,3,718,793
1,6,6,777,854
1,7,9,854,933
27,4,0,835,847
29,3,3,793,888
16,2,4,811,855
6,4,4,401,429
4,5,2,755,853
20,3,3,364,402
29,4,1,888,984
20,4,7,736,757
27,5,7,847,890
5,2,5,557,585
28,3,4,855,877
18,3,4,877,940
3,4,5,674,751
22,3,0,847,928
0,5,8,804,856
23,5,2,853,873
17,4,9,641,679
28,4,3,888,984
18,4,7,940,997
2,5,6,513,567
18,5,8,997,1029
15,5,3,984,1080
12,4,4,940,1038
11,5,1,699,771
16,3,1,855,886
5,3,0,928,1023
13,5,6,854,917
18,6,5,1029,1049
6,5,5,461,520
24,3,9,525,565
15,6,1,1080,1151
8,7,8,856,922
24,4,7,757,765
7,5,6,458,512
28,5,5,984,1024
27,6,8,922,948
1,8,4,1038,1093
22,4,7,997,1086
27,7,9,948,970
10,3,0,1023,1043
12,5,0,1043,1085
9,5,7,785,830
3,5,2,873,960
8,8,1,984,1012
9,6,8,1029,1098
26,2,0,1085,1111
25,5,6,917,959
15,7,0,1151,1198
24,5,0,1111,1118
2,6,7,890,933
18,7,9,1049,1136
7,6,3,1080,1121
12,6,1,1151,1197
29,5,6,984,1022
13,6,7,1086,1184
24,6,4,1118,1137
29,6,7,1184,1202
0,6,5,856,951
25,6,7,1202,1300
6,6,6,1022,1074
26,3,2,1111,1198
11,6,2,960,983
10,4,3,1121,1208
3,6,4,1137,1197
19,6,8,948,978
29,7,9,1202,1225
28,6,9,1024,1029
21,5,8,1098,1155
20,5,8,1155,1205
17,5,5,751,759
28,7,8,1205,1223
21,6,4,1197,1251
24,7,5,1137,1193
10,5,2,1208,1225
26,4,9,1225,1247
11,7,6,1074,1150
16,4,9,970,1021
17,6,6,959,974
14,5,9,1247,1319
23,6,6,1150,1234
5,4,7,1300,1395
19,7,5,1049,1105
26,5,7,1395,1434
7,7,9,1136,1179
22,5,6,1234,1323
20,6,1,1205,1228
3,7,6,1323,1364
27,8,2,983,1003
7,8,5,1193,1202
5,5,4,1395,1456
14,6,7,1434,1452
0,7,6,1364,1435
9,7,2,1225,1319
18,8,0,1198,1255
3,8,1,1364,1451
25,7,8,1300,1361
16,5,0,1118,1151
12,7,8,1223,1250
6,7,0,1255,1301
4,6,5,951,976
19,8,3,1208,1269
2,7,0,1301,1384
22,6,5,1323,1380
13,7,8,1250,1300
26,6,8,1434,1458
3,9,9,1451,1534
28,8,6,1435,1468
2,8,9,1534,1613
29,8,5,1225,1289
28,9,2,1468,1530
4,7,3,1269,1286
12,8,3,1286,1334
27,9,4,1251,1331
11,8,3,1334,1433
15,8,8,1458,1537
17,7,3,1433,1462
26,7,4,1458,1533
10,6,9,1319,1344
6,8,2,1319,1378
20,7,5,1380,1464
25,8,5,1464,1504
26,8,6,1533,1577
16,6,6,1468,1502
6,9,9,1378,1421
16,7,5,1504,1562
12,9,2,1378,1395
16,8,7,1562,1609
10,7,4,1344,1368
23,7,0,1384,1475
11,9,4,1533,1578
24,8,1,1228,1267
21,7,2,1395,1433
17,8,1,1462,1506
17,9,4,1578,1675
13,8,0,1475,1555
2,9,5,1613,1650
26,9,5,1577,1583
1,9,0,1555,1567
21,8,7,1452,1526
22,7,3,1462,1530
4,8,7,1609,1652
16,9,8,1609,1667
14,7,3,1530,1585
25,9,3,1585,1676
0,8,1,1506,1527
21,9,1,1527,1579
29,9,0,1567,1656
23,8,7,1652,1707
5,6,8,1537,1572
9,8,6,1577,1655
0,9,0,1656,1709
5,7,1,1579,1586
18,9,1,1267,1306
5,8,6,1655,1664
23,9,5,1707,1727
20,8,2,1530,1575
24,9,8,1361,1368
10,8,1,1586,1617
14,8,6,1664,1701
22,8,9,1613,1694
8,9,5,1289,1322
7,9,4,1368,1388
14,9,0,1709,1784
5,9,9,1694,1704
9,9,4,1675,1771
19,9,9,1344,1359
15,9,6,1701,1761
13,9,2,1575,1625
20,9,9,1704,1745
22,9,2,1694,1724
10,9,8,1667,1748
4,9,1,1652,1701
