job,operation,machine,start,finish
0,8,1,1608,1629
24,7,5,1292,1348
8,7,8,1010,1076
8,8,1,1076,1104
29,7,9,1431,1454
13,8,0,1418,1498
18,8,0,1498,1555
29,8,5,1454,1518
17,9,4,1261,1358
4,8,7,1489,1532
24,8,1,1450,1489
29,9,0,1555,1644
12,9,2,1445,1462
6,9,9,1552,1595
10,7,4,1358,1382
26,6,8,1514,1538
24,9,8,1538,1545
4,9,1,1532,1581
9,9,4,1537,1633
8,9,5,1348,1381
2,9,5,1518,1555
19,8,3,1528,1589
19,9,9,1595,1610
0,9,0,1644,1697
16,7,5,1555,1613
23,8,7,1532,1587
26,7,4,1633,1708
26,8,6,1708,1752
28,8,6,1405,1438
23,9,5,1613,1633
20,6,1,852,875
7,7,9,1610,1653
20,7,5,901,985
13,9,2,1498,1548
25,9,3,1589,1680
7,8,5,1653,1662
10,8,1,1489,1520
16,8,7,1613,1660
20,8,2,1548,1593
18,9,1,1629,1668
1,9,0,1697,1709
16,9,8,1660,1718
28,9,2,1593,1655
11,9,4,1473,1518
26,9,5,1752,1758
20,9,9,1653,1694
14,9,0,1709,1784
7,9,4,1708,1728
27,9,4,1382,1462
10,9,8,1545,1626
21,9,1,1668,1720
15,9,6,1645,1705
